Vid,Abbr,Precinct,PrecinctSub,Party,PartyMain,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Tot_Possible_Votes,Act_Votes,Pct_Possible_Votes,Hid,cHid
10023,10,835100,0,REP,REP,1992-06-09,N,1992-06-09,V,V,N,V,V,N,3,8.2027,11.0063,0.75,1967,1966,False,True,Utah,USA,F,True,,False,94536,WAY,UNK,REP,,6,4,0.6666666666666666,4691,4691
10024,99,831730,0,AI,OTH,2004-02-11,Y,2004-02-11,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1960,1960,True,True,California,USA,M,True,,False,94536,DR,UNK,AI,AI,6,3,0.5,192,192
10025,16,835500,0,DEM,DEM,2014-11-04,N,2000-09-14,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1955,1955,True,True,Iowa,USA,M,True,,True,94536,AVE,UNK,DEM,,6,4,0.6666666666666666,3607,3607
10026,23,835310,0,NPP,NPP,2012-10-21,N,2002-10-03,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1975,1975,True,False,UNK,Afghanistan,F,True,,True,94538,BLVD,UNK,N-DEM,,6,3,0.5,3569,3569
10027,111,835310,0,NPP,NPP,2018-01-26,N,2018-01-26,,,,,,,3,0.0,-1.0,-1.0,1988,1988,True,False,California,USA,M,True,,True,94538,BLVD,UNK,,,0,0,-1.0,1916,1916
10028,1,835100,0,NPP,NPP,2016-10-24,Y,2008-11-04,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1957,1957,True,True,UNK,India,UNK,True,,False,94536,CMN,gmail.com,,,6,1,0.16666666666666666,2607,2607
10029,111,835100,0,NPP,NPP,2016-09-28,Y,2016-09-28,A,,,,,,3,2.5001,2.5001,1.0,1964,1964,True,False,UNK,India,M,True,,True,94536,PL/TER,gmail.com,,,1,1,1.0,6305,6305
10030,1,835310,0,DEM,DEM,2018-01-16,Y,1962-04-11,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1921,1921,True,False,South Dakota,USA,F,True,,True,94538,AVE,UNK,REP,REP,6,6,1.0,2653,2653
10031,1,832610,2,AI,OTH,2017-11-23,Y,2015-12-22,A,N,,,,,3,2.5001,5.5003,0.45,1996,1957,False,True,California,USA,UNK,True,,True,94538,WAY,gmail.com,AI,,2,1,0.5,3532,3532
10032,1,832210,2,DEM,DEM,2015-09-14,Y,2015-09-14,A,A,,,,,3,5.5003,5.5003,1.0,1995,1954,False,True,California,USA,M,True,,False,94536,WAY,gmail.com,DEM,,2,2,1.0,199,199
10033,99,835310,0,REP,REP,2014-10-10,Y,2014-10-10,A,N,A,,,,3,4.3005,7.3007,0.59,1983,1981,False,False,California,USA,F,True,,True,94538,BLVD,gmail.com,REP,,3,2,0.6666666666666666,5074,5074
10034,16,832600,1,DEM,DEM,1988-03-22,Y,1988-03-22,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1950,1948,False,True,Illinois,USA,F,True,,False,94538,CT,UNK,DEM,DEM,6,6,1.0,2442,2442
10035,82,835300,0,DEM,DEM,2017-04-18,Y,2017-04-18,,,,,,,3,0.0,-1.0,-1.0,1960,1960,True,False,Ohio,USA,M,True,,True,94538,AVE,gmail.com,,,0,0,-1.0,1358,1358
10036,16,832110,0,NPP,NPP,2012-11-06,Y,2012-07-19,A,A,A,A,V,,3,10.0031,10.0031,1.0,1966,1952,False,True,UNK,France,UNK,True,,False,94536,ST,UNK,NPP,,5,5,1.0,2438,2438
10037,82,832900,0,NPP,NPP,2014-04-28,Y,2008-09-30,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1987,1951,False,True,UNK,Philippines,M,True,,False,94538,OTH,yahoo.com,NPP,NP,6,3,0.5,3788,3788
10038,93,835400,0,DEM,DEM,2014-06-03,N,2014-05-19,N,N,N,V,,,3,1.2008,8.5015,0.14,1995,1957,False,True,California,USA,M,True,,False,94536,DR,yahoo.com,DEM,,4,1,0.25,5758,5758
10039,23,835100,0,DEM,DEM,2018-03-27,Y,2008-06-15,N,N,N,N,A,A,3,2.5048,11.0063,0.23,1956,1952,False,False,UNK,Viet Nam,F,True,,False,94536,CMN,gmail.com,DEM,DEM,6,2,0.3333333333333333,4630,4630
10040,1,835500,0,DEM,DEM,2016-09-24,Y,2004-10-16,A,N,A,N,V,N,3,5.8021,11.0063,0.53,1966,1947,False,True,UNK,India,M,True,,False,94536,BLVD,gmail.com,NPP,,6,3,0.5,119,119
10041,82,832910,0,REP,REP,1978-09-23,Y,1978-09-23,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1943,1942,False,True,California,USA,F,True,,False,94538,PL/TER,UNK,REP,REP,6,6,1.0,5343,5343
10042,99,832710,0,DEM,DEM,2008-07-10,Y,1996-10-01,A,A,N,N,A,N,3,7.0019,11.0063,0.64,1978,1978,True,False,California,USA,M,True,,False,94538,WAY,UNK,DEM,DEM,6,3,0.5,5116,5116
10043,99,835310,0,DEM,DEM,2017-06-01,Y,1970-09-05,A,A,A,A,V,V,3,11.0063,11.0063,1.0,1925,1925,True,False,UNK,UNK,F,True,,True,94538,AVE,UNK,DEM,DEM,6,6,1.0,1508,1508
10044,16,835500,0,DEM,DEM,2016-06-07,Y,2012-02-15,A,V,N,N,A,N,3,7.0019,11.0063,0.64,1976,1972,False,True,UNK,India,F,True,,False,94536,PL/TER,UNK,DEM,N-DEM,6,3,0.5,2962,2962
10045,1,832400,0,DEM,DEM,2008-10-20,Y,2008-10-20,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1965,1957,False,False,UNK,India,M,True,,False,94536,WAY,UNK,DEM,DEM,6,3,0.5,472,472
10046,109,832900,0,NPP,NPP,2012-07-05,N,2012-07-05,N,N,N,N,N,,3,0.0,10.0031,0.0,1953,1953,True,False,UNK,UNK,M,True,,False,94538,OTH,UNK,,,5,0,0.0,6506,6506
10047,99,832900,0,DEM,DEM,2002-10-21,N,2002-10-21,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1977,1977,True,True,UNK,Spain,M,True,,False,94538,OTH,UNK,DEM,,6,5,0.8333333333333334,2814,2814
10048,12,832910,0,REP,REP,2012-11-06,N,2000-10-10,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1974,1943,False,False,UNK,Myanmar,M,True,,False,94538,PL/TER,UNK,,,6,2,0.3333333333333333,4391,4391
10049,1,832900,0,NPP,NPP,2016-05-02,Y,2009-09-22,A,N,N,A,A,N,3,5.2025,11.0063,0.47,1953,1953,True,True,California,USA,M,True,,False,94538,DR,verizon.net,AI,REP,6,3,0.5,1104,1104
10050,82,835300,0,DEM,DEM,2013-07-17,Y,2010-09-20,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1960,1960,True,False,UNK,Hong Kong,F,True,,True,94538,AVE,UNK,DEM,DEM,6,5,0.8333333333333334,2748,2748
10051,12,832910,0,DEM,DEM,2016-11-08,N,2004-10-18,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1970,1970,True,True,UNK,Hong Kong,F,True,,False,94538,PL/TER,UNK,DEM,DEM,6,1,0.16666666666666666,2836,2836
10052,12,832710,0,DEM,DEM,2016-11-08,Y,2010-06-15,V,V,V,N,A,N,3,8.8023,11.0063,0.8,1979,1951,False,True,Maryland,USA,M,True,,False,94538,AVE,UNK,DEM,,6,4,0.6666666666666666,2768,2768
10053,82,832700,2,NPP,NPP,2009-05-20,Y,2009-05-20,N,N,N,N,N,N,3,0.0,11.0063,0.0,1965,1965,True,True,UNK,UNK,M,True,,True,94538,BLVD,yahoo.com,,,6,0,0.0,5130,5130
10054,12,835100,0,NPP,NPP,2014-11-04,Y,2008-01-22,A,V,V,V,V,N,3,10.0031,11.0063,0.91,1989,1961,False,True,California,USA,M,True,,False,94536,WAY,aol.com,NPP,DEM,6,5,0.8333333333333334,5464,5464
10055,109,835400,0,NPP,NPP,1996-05-03,N,1996-05-03,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1942,1942,True,True,California,USA,M,True,,False,94536,CT,UNK,NPP,NP,6,6,1.0,985,985
10056,99,832800,0,DEM,DEM,2012-10-22,Y,2012-10-22,A,N,N,N,A,,3,4.0017,10.0031,0.4,1953,1933,False,False,California,USA,M,True,,False,94538,DR,UNK,DEM,,5,2,0.4,272,272
10057,111,835100,0,NPP,NPP,2016-08-26,Y,2016-08-26,A,,,,,,3,2.5001,2.5001,1.0,1962,1962,True,False,UNK,UNK,M,True,,True,94536,CMN,yahoo.com,,,1,1,1.0,3587,3587
10058,92,835310,0,DEM,DEM,2016-05-11,Y,2016-05-11,A,A,,,,,3,5.5003,5.5003,1.0,1964,1952,False,False,UNK,UNK,UNK,True,,False,94538,CMN,UNK,DEM,,2,2,1.0,6085,6085
10059,12,835100,0,DEM,DEM,2016-06-07,Y,2016-05-20,A,V,,,,,3,5.5003,5.5003,1.0,1995,1995,True,True,California,USA,M,True,,False,94536,WAY,UNK,N-DEM,,2,2,1.0,4134,4134
10060,99,832620,2,REF,OTH,1995-10-19,Y,1995-10-19,N,N,N,N,A,A,3,2.5048,11.0063,0.23,1928,1928,True,True,Iowa,USA,M,True,,False,94538,WAY,UNK,NPP,N-AIP,6,2,0.3333333333333333,5101,5101
10061,99,832810,0,AI,OTH,2010-10-15,N,2004-10-01,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1971,1971,True,False,California,USA,M,True,,False,94538,CT,comcast.net,,,6,2,0.3333333333333333,1699,1699
10062,1,832810,0,NPP,NPP,1981-11-10,N,1981-11-10,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1952,1951,False,False,California,USA,M,True,,False,94538,DR,UNK,N-AIP,,6,5,0.8333333333333334,996,996
10063,1,835300,0,NPP,NPP,2016-05-18,N,2012-03-08,N,N,N,N,N,N,3,0.0,11.0063,0.0,1993,1974,False,True,California,USA,M,True,,True,94538,AVE,gmail.com,,,6,0,0.0,1667,1667
10064,10,832710,0,DEM,DEM,2000-10-10,N,2000-10-10,V,V,V,N,V,V,3,9.8055,11.0063,0.89,1962,1925,False,False,Ohio,USA,F,True,,False,94538,OTH,UNK,DEM,DEM,6,5,0.8333333333333334,3411,3411
10065,82,832600,1,DEM,DEM,1964-09-05,Y,1964-09-05,N,A,N,N,V,N,3,4.5018,11.0063,0.41,1923,1923,True,False,Minnesota,USA,F,True,,False,94538,CT,UNK,DEM,,6,2,0.3333333333333333,2237,2237
10066,1,832210,1,REP,REP,2000-03-07,N,2000-03-07,N,N,N,N,N,N,3,0.0,11.0063,0.0,1957,1957,True,True,UNK,UNK,M,True,,True,94536,DR,UNK,,,6,0,0.0,4624,4624
10067,1,832900,0,NPP,NPP,1986-03-21,N,1986-03-21,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1959,1959,True,False,Illinois,USA,F,True,,False,94538,DR,UNK,N-DEM,,6,4,0.6666666666666666,6535,6535
10068,1,832600,1,DEM,DEM,2015-06-01,Y,1988-10-04,N,N,A,N,V,A,3,4.3052,11.0063,0.39,1964,1964,True,True,California,USA,F,True,,False,94538,CT,gmail.com,DEM,AI,6,3,0.5,1383,1383
10069,16,832110,0,DEM,DEM,2016-05-14,Y,1999-10-20,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1976,1972,False,True,California,USA,F,True,,False,94536,AVE,gmail.com,NPP,AI,6,5,0.8333333333333334,1436,1436
10070,111,835100,0,DEM,DEM,2016-09-24,Y,2016-09-24,A,,,,,,3,2.5001,2.5001,1.0,1983,1949,False,True,UNK,Philippines,F,True,,True,94536,BLVD,gmail.com,,,1,1,1.0,4016,4016
10071,114,835310,0,DEM,DEM,2016-07-28,Y,2016-07-28,A,,,,,,3,2.5001,2.5001,1.0,1981,1976,False,True,Massachusetts,USA,F,True,,False,94538,CMN,gmail.com,,,1,1,1.0,1102,1102
10072,1,835310,0,REP,REP,2008-10-16,N,2000-09-11,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1971,1936,False,True,UNK,Viet Nam,F,True,,False,94538,CMN,UNK,,,6,3,0.5,6517,6517
10073,99,835040,0,DEM,DEM,2016-03-03,N,2010-09-21,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1988,1958,False,True,California,USA,M,True,,False,94536,AVE,gmail.com,,,6,1,0.16666666666666666,891,891
10074,12,835100,0,NPP,NPP,2012-11-06,N,2012-05-23,N,N,N,N,V,,3,1.5016,10.0031,0.15,1968,1959,False,False,UNK,Myanmar,M,True,,False,94536,PL/TER,UNK,NPP,,5,1,0.2,2953,2953
10075,1,832710,0,AI,OTH,2004-04-22,N,2004-04-22,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1985,1979,False,True,California,USA,M,True,,False,94538,CT,UNK,,,6,1,0.16666666666666666,4421,4421
10076,109,832400,0,REP,REP,2016-11-08,N,2016-11-08,V,N,,,,,3,2.5001,5.5003,0.45,1998,1960,False,False,California,USA,M,True,,False,94536,WAY,UNK,,,2,1,0.5,6300,6300
10077,1,835000,0,NPP,NPP,2016-02-27,N,2015-11-16,N,N,,,,,3,0.0,5.5003,0.0,1985,1964,False,True,UNK,India,UNK,True,,False,94536,PL/TER,gmail.com,,,2,0,0.0,3286,3286
10078,32,835000,0,NPP,NPP,2012-10-08,Y,2008-10-10,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1985,1985,True,False,UNK,France,F,True,,True,94536,BLVD,UNK,NPP,,6,4,0.6666666666666666,144,144
10079,99,832800,0,LIB,OTH,2012-07-17,N,1999-08-13,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1965,1931,False,False,UNK,Mexico,M,True,,False,94538,DR,UNK,,,6,2,0.3333333333333333,1411,1411
10080,16,832110,0,NPP,NPP,2012-11-06,Y,2006-09-27,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1988,1951,False,True,California,USA,M,True,,False,94536,CT,UNK,NPP,DEM,6,2,0.3333333333333333,2777,2777
10081,99,832800,0,REP,REP,2000-02-07,N,2000-02-07,V,N,V,N,V,V,3,6.8053,11.0063,0.62,1975,1940,False,False,Utah,USA,F,True,,False,94538,CT,UNK,,REP,6,4,0.6666666666666666,1697,1697
10082,99,832600,1,NPP,NPP,2003-04-28,Y,1982-01-29,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1963,1958,False,False,California,USA,M,True,,False,94538,DR,UNK,NPP,NP,6,6,1.0,2394,2394
10083,23,832210,1,NPP,NPP,2018-03-11,N,2011-06-22,N,N,N,N,N,N,3,0.0,11.0063,0.0,1968,1968,True,True,UNK,Philippines,M,True,,True,94536,BLVD,UNK,,,6,0,0.0,2839,2839
10084,82,832810,0,NPP,NPP,2012-09-26,Y,2012-09-26,A,A,N,N,A,,3,7.0019,10.0031,0.7,1936,1936,True,False,California,USA,F,True,,False,94538,DR,UNK,N-DEM,,5,3,0.6,4554,4554
10085,1,832800,0,REP,REP,2016-05-23,Y,2004-10-08,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1952,1931,False,True,UNK,"Taiwan, Province of China",F,True,,False,94538,ST,UNK,NPP,REP,6,2,0.3333333333333333,5396,5396
10086,109,835300,0,DEM,DEM,2013-10-07,N,2013-10-07,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1993,1972,False,False,California,USA,UNK,True,,False,94536,OTH,UNK,,DEM,6,2,0.3333333333333333,3346,3346
10087,111,832810,0,NPP,NPP,2016-10-06,Y,2016-10-06,A,,,,,,3,2.5001,2.5001,1.0,1988,1988,True,False,California,USA,F,True,,True,94538,OTH,UNK,,,1,1,1.0,5815,5815
10088,23,835400,0,REP,REP,2001-02-20,N,2001-02-20,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1975,1973,False,True,Utah,USA,F,True,,False,94536,ST,UNK,,,6,3,0.5,6020,6020
10089,32,832810,0,NPP,NPP,2007-07-11,N,2007-07-11,N,N,N,N,N,N,3,0.0,11.0063,0.0,1981,1981,True,False,California,USA,F,True,,False,94538,ST,UNK,,,6,0,0.0,2011,2011
10090,12,832900,0,NPP,NPP,2016-11-08,N,2014-12-09,V,N,,,,,3,2.5001,5.5003,0.45,1996,1957,False,False,California,USA,M,True,,False,94538,CT,yahoo.com,NPP,,2,1,0.5,3304,3304
10091,1,832900,0,DEM,DEM,2010-10-08,Y,2001-05-10,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1979,1979,True,True,California,USA,M,True,,False,94538,OTH,UNK,DEM,DEM,6,5,0.8333333333333334,3867,3867
10092,82,832600,1,DEM,DEM,2013-11-22,Y,2013-11-22,A,A,A,N,,,3,7.3007,8.5015,0.86,1995,1930,False,False,UNK,India,UNK,True,,False,94538,AVE,UNK,DEM,,4,3,0.75,1826,1826
10093,1,835410,0,DEM,DEM,2018-03-23,N,1988-09-01,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1957,1957,True,False,California,USA,M,True,,False,94536,WAY,UNK,DEM,,6,1,0.16666666666666666,1678,1678
10094,16,835500,0,REP,REP,1996-09-20,N,1996-09-20,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1956,1956,True,True,California,USA,M,True,,False,94536,CT,UNK,,,6,2,0.3333333333333333,4101,4101
10095,99,832400,0,NPP,NPP,2007-05-14,N,2007-05-14,V,N,N,N,V,V,3,5.0049,11.0063,0.45,1984,1954,False,True,California,USA,M,True,,False,94536,WAY,UNK,,N-AIP,6,3,0.5,2634,2634
10096,1,835100,0,DEM,DEM,2011-12-12,N,2011-12-12,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1993,1967,False,True,UNK,United States of America,M,True,,False,94536,CMN,UNK,,,6,2,0.3333333333333333,3161,3161
10097,99,832900,0,DEM,DEM,2002-01-22,N,2002-01-22,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1973,1961,False,True,UNK,Philippines,F,True,,False,94538,OTH,UNK,,,6,1,0.16666666666666666,4945,4945
10098,39,832700,1,NPP,NPP,2018-04-06,N,2016-10-17,N,,,,,,3,0.0,2.5001,0.0,1997,1965,False,True,California,USA,UNK,True,,False,94538,OTH,UNK,,,1,0,0.0,289,289
10099,99,832710,0,NCM,OTH,2016-11-08,Y,2016-11-08,V,N,N,N,A,,3,4.0017,10.0031,0.4,1949,1949,True,False,UNK,China,UNK,True,,False,94538,CT,UNK,NPP,,5,2,0.4,5208,5208
10100,111,835000,0,DEM,DEM,2016-07-13,Y,2016-07-13,A,,,,,,3,2.5001,2.5001,1.0,1998,1965,False,False,California,USA,M,True,,False,94536,AVE,gmail.com,,,1,1,1.0,3806,3806
10101,111,832600,1,DEM,DEM,2018-04-06,Y,2018-04-06,,,,,,,3,0.0,-1.0,-1.0,1985,1985,True,False,California,USA,M,False,USA,False,94538,ST,UNK,,,0,0,-1.0,1656,1656
10102,16,832110,0,DEM,DEM,2016-09-27,Y,2012-10-12,A,N,N,N,V,,3,4.0017,10.0031,0.4,1974,1933,False,True,UNK,Korea (Democratic People's Republic of),UNK,True,,False,94536,CT,rocketmail.com,DEM,,5,2,0.4,6166,6166
10103,16,835010,0,REP,REP,2000-09-26,Y,2000-09-26,N,N,N,N,N,N,3,0.0,11.0063,0.0,1980,1949,False,True,California,USA,F,True,,False,94536,OTH,UNK,REP,REP,6,0,0.0,5338,5338
10104,8,832620,1,NPP,NPP,2003-09-18,N,1998-09-18,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1965,1965,True,True,UNK,Uganda,M,True,,False,94538,WAY,UNK,N-DEM,,6,4,0.6666666666666666,696,696
10105,12,835100,0,NPP,NPP,2016-11-08,N,2016-07-19,N,N,V,N,V,N,3,3.302,11.0063,0.3,1927,1927,True,False,UNK,India,UNK,False,USA,False,94536,CMN,UNK,,,6,2,0.3333333333333333,1960,1960
10106,16,835500,0,DEM,DEM,2012-10-03,Y,2012-10-03,A,N,N,N,V,,3,4.0017,10.0031,0.4,1948,1948,True,True,Louisiana,USA,M,False,USA,False,94536,AVE,UNK,,,5,2,0.4,475,475
10107,105,835310,0,NPP,NPP,2018-01-09,N,2018-01-09,,,,,V,,3,1.5016,10.0031,0.15,1987,1987,True,False,California,USA,M,True,,True,94538,ST,att.net,,,1,1,1.0,1520,1520
10108,23,832110,0,REP,REP,2018-01-31,Y,2015-11-05,A,A,,,,,3,5.5003,5.5003,1.0,1967,1967,True,False,California,USA,F,True,,False,94536,ST,UNK,REP,,2,2,1.0,4288,4288
10109,1,835100,0,NPP,NPP,2016-10-03,Y,2016-07-05,A,,,,,,3,2.5001,2.5001,1.0,1975,1974,False,True,UNK,India,UNK,True,,False,94536,WAY,UNK,,,1,1,1.0,4914,4914
10110,1,835310,0,DEM,DEM,2017-06-12,Y,2010-12-03,N,A,N,N,N,N,3,3.0002,11.0063,0.27,1970,1970,False,True,UNK,China,F,True,,False,94538,CMN,yahoo.com,DEM,NP,6,1,0.16666666666666666,2037,2037
10111,82,832400,0,REP,REP,1996-06-27,Y,1996-06-27,A,V,V,N,V,V,3,9.8055,11.0063,0.89,1952,1950,False,False,UNK,Portugal,M,True,,False,94536,DR,UNK,REP,REP,6,5,0.8333333333333334,6404,6404
10112,23,832910,0,DEM,DEM,2017-11-06,N,2004-11-04,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1985,1985,True,True,California,USA,F,True,,False,94538,PL/TER,UNK,DEM,,6,3,0.5,6656,6656
10113,82,832800,0,NPP,NPP,1997-05-01,Y,1997-05-01,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1965,1965,True,True,California,USA,F,True,,False,94538,ST,UNK,NPP,,6,4,0.6666666666666666,2490,2490
10114,1,832900,0,NPP,NPP,2018-04-17,Y,2018-04-17,,,,,,,3,0.0,-1.0,-1.0,1980,1980,True,True,UNK,Nepal,UNK,True,,False,94538,OTH,hotmail.com,,,0,0,-1.0,767,767
10115,1,832910,0,REP,REP,1996-10-07,N,1996-10-07,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1953,1951,False,True,UNK,Myanmar,M,True,,False,94538,PL/TER,UNK,,,6,2,0.3333333333333333,1544,1544
10116,99,835000,0,DEM,DEM,2012-05-18,Y,2004-10-05,N,N,N,N,N,N,3,0.0,11.0063,0.0,1972,1962,False,False,UNK,China,F,True,,False,94536,CMN,UNK,DEM,,6,0,0.0,726,726
10117,114,835300,0,NPP,NPP,2016-03-12,N,2016-02-27,V,V,,,,,3,5.5003,5.5003,1.0,1983,1983,True,True,UNK,India,UNK,True,,True,94538,AVE,gmail.com,N-DEM,,2,2,1.0,5066,5066
10118,45,835310,0,REP,REP,1984-04-18,Y,1984-04-18,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1927,1927,True,False,UNK,UNK,F,True,,True,94538,AVE,UNK,REP,REP,6,6,1.0,2874,2874
10119,1,832620,2,DEM,DEM,2016-03-30,Y,2012-01-26,V,V,N,N,A,N,3,7.0019,11.0063,0.64,1974,1974,True,True,UNK,India,UNK,True,,False,94538,BLVD,yahoo.com,DEM,,6,3,0.5,3660,3660
10120,99,832800,0,REP,REP,2008-01-22,Y,2003-03-10,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1954,1954,True,False,UNK,"Taiwan, Province of China",F,True,,False,94538,ST,UNK,REP,REP,6,5,0.8333333333333334,6151,6151
10121,23,832620,2,DEM,DEM,2011-06-14,Y,2011-06-14,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1977,1970,False,False,Florida,USA,F,True,,False,94538,DR,UNK,DEM,DEM,6,6,1.0,3397,3397
10122,76,835100,0,NPP,NPP,2016-10-08,N,2016-10-08,V,,,,,,3,2.5001,2.5001,1.0,1990,1987,False,True,California,USA,F,True,,False,94536,PL/TER,gmail.com,,,1,1,1.0,722,722
10123,99,832700,1,DEM,DEM,2015-09-29,Y,2015-09-29,A,A,,,,,3,5.5003,5.5003,1.0,1942,1942,True,False,UNK,Philippines,F,True,,True,94538,BLVD,UNK,DEM,,2,2,1.0,1965,1965
10124,82,835400,0,DEM,DEM,1996-10-07,Y,1996-10-07,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1947,1947,True,True,UNK,Portugal,M,True,,False,94536,DR,UNK,DEM,DEM,6,1,0.16666666666666666,1651,1651
10125,1,835100,0,NPP,NPP,2015-09-16,Y,1989-08-24,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1947,1947,True,False,UNK,Philippines,F,True,,False,94536,CMN,UNK,NPP,DEM,6,2,0.3333333333333333,6768,6768
10126,99,835040,0,NPP,NPP,2012-09-28,N,2012-09-28,V,N,N,N,V,,3,4.0017,10.0031,0.4,1991,1940,False,False,California,USA,M,True,,False,94536,AVE,gmail.com,,,5,2,0.4,1229,1229
10127,1,832600,1,DEM,DEM,2012-05-14,N,2012-05-14,N,N,N,N,N,N,3,0.0,11.0063,0.0,1991,1958,False,False,UNK,UNK,F,True,,False,94538,AVE,UNK,,,6,0,0.0,710,710
10128,99,832210,1,DEM,DEM,2017-01-10,Y,2016-01-25,A,A,,,,,3,5.5003,5.5003,1.0,1996,1935,False,True,UNK,UNK,M,True,,True,94536,BLVD,hotmail.com,DEM,,2,2,1.0,6023,6023
10129,57,832710,0,DEM,DEM,2002-10-03,Y,2001-05-14,N,A,N,A,A,A,3,6.7058,11.0063,0.61,1977,1962,False,False,UNK,"Taiwan, Province of China",F,True,,False,94538,WAY,UNK,DEM,DEM,6,4,0.6666666666666666,6252,6252
10130,23,832620,2,DEM,DEM,1993-11-24,N,1993-11-24,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1951,1951,True,False,Ohio,USA,M,True,,False,94538,CMN,UNK,DEM,DEM,6,6,1.0,1918,1918
10131,109,832210,1,NPP,NPP,2014-10-14,Y,2014-04-11,A,A,A,A,,,3,8.5015,8.5015,1.0,1968,1957,False,False,UNK,China,F,True,,False,94536,WAY,gmail.com,NPP,,4,4,1.0,4290,4290
10132,27,832710,0,NPP,NPP,2016-03-08,N,1900-01-01,N,V,,,,,3,3.0002,5.5003,0.55,1998,1953,False,True,California,USA,F,True,,False,94538,CT,yahoo.com,N-DEM,,2,1,0.5,3501,3501
10133,12,832810,0,DEM,DEM,2016-11-08,N,2001-04-11,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1973,1937,False,True,UNK,"Taiwan, Province of China",M,True,,False,94538,ST,yahoo.com,NPP,NP,6,2,0.3333333333333333,5688,5688
10134,88,832600,1,DEM,DEM,2011-01-26,Y,2011-01-26,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1967,1967,True,False,UNK,Philippines,M,True,,False,94538,ST,yahoo.com,DEM,DEM,6,3,0.5,1299,1299
10135,1,832910,0,DEM,DEM,2015-10-15,Y,2015-10-15,A,A,,,,,3,5.5003,5.5003,1.0,1996,1973,False,True,California,USA,F,True,,False,94538,PL/TER,gmail.com,DEM,,2,2,1.0,4130,4130
10136,23,835310,0,MIS,OTH,2017-07-27,N,2004-09-10,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1981,1981,True,True,Florida,USA,M,True,,True,94538,ST,UNK,,,6,2,0.3333333333333333,3135,3135
10137,23,832210,1,DEM,DEM,2017-07-05,N,2010-09-23,N,N,N,N,N,N,3,0.0,11.0063,0.0,1947,1947,True,False,UNK,Mexico,M,True,,True,94536,BLVD,hotmail.com,,,6,0,0.0,6773,6773
10138,97,832610,2,DEM,DEM,2008-10-09,Y,1996-11-25,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1968,1968,False,False,California,USA,F,True,,False,94538,PL/TER,UNK,DEM,DEM,6,5,0.8333333333333334,3445,3445
