Vid,Abbr,Precinct,PrecinctSub,Party,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Hid,cHid,e_sum,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct
10706,99,835000,0,NPP,2012-10-02,Y,2003-08-25,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1966,1966,True,False,UNK,Philippines,M,True,,False,94536,ST,unk,,DEM,4407,4407,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10707,114,832710,0,NPP,2016-10-13,N,2016-03-02,N,N,,,,,3,0.0,5.5003,0.0,1996,1996,True,False,California,USA,F,True,,False,94538,CT,gmail.com,,,4023,4023,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
10708,111,835200,0,DEM,2016-09-10,N,2016-09-10,V,,,,,,3,2.5001,2.5001,1.0,1964,1964,True,True,UNK,UNK,UNK,True,,False,94536,TER,gmail.com,,,762,762,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10709,99,835100,0,NPP,2016-10-18,N,2016-10-18,N,,,,,,3,0.0,2.5001,0.0,1995,1954,False,False,California,USA,UNK,False,USA,False,94536,CMN,bc.edu,,,6487,6487,N,0,0,-1.0,0,0,-1.0,1,0,0.0
10710,99,832800,0,DEM,2016-05-23,Y,1900-01-01,N,N,,,,,3,0.0,5.5003,0.0,1997,1935,False,True,California,USA,F,True,,False,94538,CT,icloud.com,DEM,,905,905,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
10711,32,832800,0,NPP,2005-04-19,N,2005-04-19,N,N,N,N,N,V,3,1.0032,11.0063,0.09,1958,1958,True,False,North Carolina,USA,F,True,,False,94538,CT,unk,,NP,3090,3090,NVNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
10712,32,835000,0,NPP,2017-12-01,Y,2016-10-11,N,,,,,,3,0.0,2.5001,0.0,1979,1979,True,True,California,USA,F,True,,True,94536,ST,yahoo.com,,,3770,3770,N,0,0,-1.0,0,0,-1.0,1,0,0.0
10713,1,835500,0,NPP,2018-05-20,Y,2014-07-26,A,N,N,,,,3,2.5001,7.3007,0.34,1996,1960,False,True,California,USA,M,True,,True,94536,AVE,gmail.com,,,1788,1788,NAN,0,0,-1.0,1,0,0.0,3,1,0.3333333333333333
10714,1,835400,0,NPP,2016-05-23,N,1999-09-22,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1961,1961,True,True,New Jersey,USA,M,True,,False,94536,DR,pacbell.net,N-DEM,REP,928,928,VVVVVV,2,2,1.0,4,4,1.0,6,6,1.0
10715,109,832800,0,NPP,2012-06-05,N,2008-02-08,N,N,N,N,V,V,3,2.5048,11.0063,0.23,1970,1947,False,True,New York,USA,M,True,,False,94538,ST,unk,,NP,1405,1405,VVNNNN,2,2,1.0,4,2,0.5,6,2,0.3333333333333333
10716,111,835300,0,REP,2017-07-31,Y,2017-07-31,,,,,,,3,0.0,-1.0,-1.0,1922,1922,True,False,California,USA,F,True,,True,94536,DR,unk,,,1318,1318,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10717,23,835310,0,NPP,2001-12-27,N,1999-05-26,N,N,N,N,N,N,3,0.0,11.0063,0.0,1926,1926,True,True,California,USA,M,True,,True,94538,BLVD,unk,,,1063,1063,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10718,23,832600,1,DEM,2016-06-16,Y,1998-11-17,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1980,1978,False,True,California,USA,M,True,,False,94538,RD,unk,DEM,DEM,4657,4657,ANANAN,2,1,0.5,4,2,0.5,6,3,0.5
10719,12,832600,1,DEM,2012-11-06,Y,1992-10-05,A,N,N,A,V,A,3,6.2057,11.0063,0.56,1944,1944,True,True,California,USA,F,True,,True,94538,WAY,unk,DEM,DEM,1161,1161,VANAAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
10720,12,835300,0,NPP,2012-11-06,Y,2011-07-27,A,A,A,A,V,A,3,11.0063,11.0063,1.0,1946,1946,True,True,UNK,Philippines,UNK,True,,True,94536,ST,eaerthlink.net,NPP,DEM,1597,1597,VAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10721,82,832810,0,DEM,2009-10-08,Y,2009-10-08,A,N,N,N,V,V,3,5.0049,11.0063,0.45,1991,1951,False,False,California,USA,M,True,,False,94538,DR,unk,,DEM,3576,3576,VVNNAN,2,2,1.0,4,2,0.5,6,3,0.5
10722,82,832400,0,NPP,2008-01-22,Y,2008-01-22,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1963,1959,False,False,UNK,India,M,True,,False,94536,WAY,unk,NPP,NP,5250,5250,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10723,99,835310,0,DEM,2016-10-12,N,2016-10-12,V,,,,,,3,2.5001,2.5001,1.0,1942,1942,True,True,UNK,UNK,M,True,,True,94538,BLVD,unk,,,3751,3751,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10724,6,832800,0,DEM,1964-09-02,Y,1964-09-02,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1940,1938,False,False,California,USA,F,True,,False,94538,CT,unk,DEM,DEM,2676,2676,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10725,105,832620,2,NPP,2017-04-09,N,2017-04-09,,,,,,,3,0.0,-1.0,-1.0,1977,1977,True,False,California,USA,M,True,,True,94538,DR,unk,,,5558,5558,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10726,82,832900,0,DEM,1992-01-23,Y,1992-01-23,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1951,1951,True,False,UNK,UNK,M,True,,False,94538,WAY,unk,DEM,DEM,4980,4980,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10727,99,835310,0,REP,2012-10-10,Y,2012-09-27,N,N,A,N,A,,3,3.302,10.0031,0.33,1923,1923,True,True,Kansas,USA,F,True,,True,94538,AVE,comcast.net,REP,,5072,5072,AANNN,1,1,1.0,3,2,0.6666666666666666,5,2,0.4
10728,1,832900,0,NPP,2014-10-15,Y,2014-10-15,A,N,N,,,,3,2.5001,7.3007,0.34,1995,1995,True,True,California,USA,UNK,True,,False,94538,CT,yahoo.com,NPP,,6649,6649,NAN,0,0,-1.0,1,0,0.0,3,1,0.3333333333333333
10729,82,835500,0,NPP,2010-04-28,Y,2010-04-28,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1972,1972,True,False,Georgia,USA,M,True,,False,94536,PL,unk,,,3153,3153,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10730,1,832700,1,DEM,2000-08-21,N,2000-08-21,N,N,N,N,N,N,3,0.0,11.0063,0.0,1974,1974,True,False,California,USA,F,True,,True,94538,BLVD,unk,,,3895,3895,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10731,27,832210,1,DEM,2014-09-12,Y,2014-09-12,A,N,N,,,,3,2.5001,7.3007,0.34,1973,1973,True,False,UNK,Pakistan,M,True,,True,94536,BLVD,unk,DEM,,6576,6576,NAN,0,0,-1.0,1,0,0.0,3,1,0.3333333333333333
10732,99,832800,0,NPP,2010-05-24,Y,2010-05-24,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1968,1968,True,True,Florida,USA,M,True,,False,94538,ST,unk,,,1243,1243,VNNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10733,1,835000,0,DEM,2004-07-27,Y,2004-07-27,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1969,1963,False,True,California,USA,F,True,,False,94536,AVE,unk,DEM,DEM,2430,2430,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
10734,1,832400,0,NPP,2018-05-10,Y,2018-05-03,,,,,,,3,0.0,-1.0,-1.0,1990,1941,False,False,UNK,UNK,M,True,,True,94538,AVE,unk,,,5157,5157,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10735,16,834320,0,REP,2017-04-13,Y,2000-09-28,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1962,1958,False,False,Michigan,USA,F,True,,False,94536,LN,unk,REP,REP,3297,3297,ANAAAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
10736,99,832600,1,DEM,2010-04-23,Y,2010-04-23,V,N,N,N,A,N,3,4.0017,11.0063,0.36,1991,1991,True,True,UNK,Myanmar,M,True,,False,94538,WAY,gmail.com,DEM,DEM,2018,2018,ANNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10737,12,832910,0,DEM,2012-06-05,Y,1978-05-01,A,V,A,N,A,V,3,9.8055,11.0063,0.89,1944,1944,True,True,California,USA,F,True,,False,94538,PL,unk,DEM,DEM,6391,6391,AVANAV,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
10738,99,832400,0,DEM,2014-09-26,Y,2014-09-26,A,A,A,,,,3,7.3007,7.3007,1.0,1942,1942,True,True,UNK,Honduras,M,True,,False,94536,DR,gmail.com,DEM,,5146,5146,AAA,0,0,-1.0,1,1,1.0,3,3,1.0
10739,23,835200,0,REP,2004-08-20,Y,2004-08-20,N,N,N,N,A,A,3,2.5048,11.0063,0.23,1933,1933,True,True,UNK,Philippines,F,True,,True,94536,AVE,unk,REP,REP,5662,5662,AANNNN,2,2,1.0,4,2,0.5,6,2,0.3333333333333333
10740,111,835300,0,NPP,2016-09-10,N,2016-09-10,V,,,,,,3,2.5001,2.5001,1.0,1978,1978,True,True,UNK,India,UNK,True,,True,94538,AVE,gmail.com,,,3522,3522,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10741,82,835010,0,DEM,1996-06-21,Y,1996-06-21,A,A,V,V,V,N,3,10.0031,11.0063,0.91,1957,1957,True,False,UNK,Canada,M,True,,False,94536,ST,unk,DEM,,422,422,VNVVAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
10742,1,835410,0,AI,2016-05-23,Y,2003-10-29,A,N,A,N,N,N,3,4.3005,11.0063,0.39,1940,1940,True,True,California,USA,M,True,,False,94536,WAY,hotmail.com,AI,REP,6789,6789,NNANAN,2,0,0.0,4,1,0.25,6,2,0.3333333333333333
10743,23,832600,1,REP,2000-02-07,N,2000-02-07,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1965,1959,False,True,California,USA,M,True,,False,94538,CT,unk,REP,,2576,2576,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
10744,10,832700,1,AI,2004-03-26,N,2004-03-26,N,N,N,N,N,N,3,0.0,11.0063,0.0,1984,1948,False,False,California,USA,M,True,,False,94538,BLVD,unk,,,2249,2249,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10745,99,832910,0,NPP,2009-05-19,N,2009-05-19,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1990,1944,False,True,UNK,United States of America,F,True,,False,94538,PL,unk,,,4210,4210,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10746,111,832610,1,NPP,2018-05-03,Y,2018-05-03,,,,,,,3,0.0,-1.0,-1.0,1955,1951,False,True,UNK,India,UNK,True,,False,94538,CMN,yahoo.com,,,1807,1807,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10747,99,835310,0,DEM,2016-01-22,Y,2016-01-22,A,A,,,,,3,5.5003,5.5003,1.0,1970,1970,True,False,UNK,Netherlands,M,True,,True,94538,ST,yahoo.com,DEM,,1891,1891,AA,0,0,-1.0,0,0,-1.0,2,2,1.0
10748,1,832810,0,DEM,2006-04-03,N,2006-04-03,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1961,1953,False,True,UNK,Ghana,F,True,,False,94538,ST,unk,DEM,,5888,5888,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
10749,111,835310,0,NPP,2016-10-22,Y,2016-10-22,N,,,,,,3,0.0,2.5001,0.0,1993,1967,False,False,California,USA,M,True,,True,94538,BLVD,unk,,,6478,6478,N,0,0,-1.0,0,0,-1.0,1,0,0.0
10750,82,832210,1,NPP,2008-11-04,Y,2008-11-04,N,N,N,N,N,N,3,0.0,11.0063,0.0,1974,1974,True,True,UNK,Ethiopia,F,True,,True,94536,DR,unk,,,1153,1153,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10751,111,835200,0,DEM,2018-05-21,Y,2018-05-21,,,,,,,3,0.0,-1.0,-1.0,1982,1982,True,True,California,USA,F,True,,False,94536,CMN,gmail.com,,,3250,3250,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10752,1,832600,1,NPP,2008-07-15,Y,2008-07-15,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1965,1965,True,True,UNK,China,M,True,,False,94538,RD,unk,NPP,NP,1053,1053,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10753,1,832900,0,DEM,2000-10-10,N,2000-10-10,N,N,N,N,N,N,3,0.0,11.0063,0.0,1968,1959,False,False,UNK,China,F,True,,False,94538,WAY,unk,,,6794,6794,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10754,1,832800,0,NPP,2011-11-10,Y,2011-11-10,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1993,1953,False,False,California,USA,M,True,,False,94538,ST,unk,NPP,NP,495,495,ANANAN,2,1,0.5,4,2,0.5,6,3,0.5
10755,1,832710,0,NPP,2016-09-22,Y,2016-09-22,A,,,,,,3,2.5001,2.5001,1.0,1975,1975,True,False,UNK,India,UNK,True,,False,94538,AVE,unk,,,5508,5508,A,0,0,-1.0,0,0,-1.0,1,1,1.0
10756,8,832900,0,DEM,2010-09-24,Y,1984-10-08,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1960,1958,False,True,California,USA,F,True,,False,94538,DR,unk,DEM,DEM,431,431,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10757,111,835310,0,NPP,2016-10-24,Y,2016-10-24,A,,,,,,3,2.5001,2.5001,1.0,1952,1951,False,True,California,USA,M,True,,False,94538,CMN,gmail.com,,,4014,4014,A,0,0,-1.0,0,0,-1.0,1,1,1.0
10758,23,835310,0,DEM,2004-08-17,N,2004-08-17,N,N,N,N,N,N,3,0.0,11.0063,0.0,1977,1977,True,True,UNK,India,UNK,True,,False,94538,CMN,yahoo.com,,,2175,2175,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10759,12,832700,2,DEM,2016-11-08,N,2016-10-24,V,,,,,,3,2.5001,2.5001,1.0,1988,1982,False,True,Colorado,USA,F,True,,True,94538,BLVD,unk,,,2847,2847,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10760,82,832900,0,DEM,2008-09-30,Y,2008-09-30,A,N,A,A,A,N,3,7.0029,11.0063,0.64,1960,1960,True,False,California,USA,M,True,,False,94538,DR,unk,DEM,DEM,3215,3215,ANAAAN,2,1,0.5,4,3,0.75,6,4,0.6666666666666666
10761,23,831730,0,DEM,2018-01-12,Y,2009-09-24,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1967,1967,True,True,UNK,China,F,True,,False,94536,CT,yahoo.com,NPP,,2151,2151,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
10762,97,832700,2,NPP,2014-10-07,Y,2014-10-06,A,A,A,,,,3,7.3007,7.3007,1.0,1964,1950,False,False,UNK,Sweden,M,True,,True,94538,BLVD,unk,NPP,,3849,3849,AAA,0,0,-1.0,1,1,1.0,3,3,1.0
10763,23,832700,2,NPP,2017-12-13,N,1999-11-04,N,N,N,N,N,N,3,0.0,11.0063,0.0,1956,1956,True,True,UNK,Hong Kong,M,True,,True,94538,BLVD,unk,,,5570,5570,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10764,85,835310,0,REP,2016-06-14,Y,2004-10-18,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1975,1975,True,True,California,USA,M,True,,False,94538,CMN,live.com,DEM,DEM,3821,3821,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
10765,1,832400,0,NPP,2016-03-17,N,2015-10-19,V,N,,,,,3,2.5001,5.5003,0.45,1996,1973,False,True,California,USA,M,True,,False,94536,WAY,att.net,,,5111,5111,VN,0,0,-1.0,0,0,-1.0,2,1,0.5
10766,16,835500,0,DEM,2000-03-13,Y,2000-03-13,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1960,1960,True,True,UNK,India,M,True,,False,94536,TER,unk,DEM,DEM,6578,6578,ANANAA,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
10767,8,832710,0,DEM,2014-03-21,Y,1996-07-08,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1973,1973,True,False,California,USA,F,True,,False,94538,DR,unk,DEM,DEM,2982,2982,ANANAN,2,1,0.5,4,2,0.5,6,3,0.5
10768,82,832600,1,DEM,2009-09-24,Y,2009-09-24,A,A,N,N,N,N,3,5.5003,11.0063,0.5,1991,1948,False,False,California,USA,UNK,True,,False,94538,CT,unk,DEM,,991,991,NNNNAA,2,0,0.0,4,0,0.0,6,2,0.3333333333333333
10769,99,832600,1,DEM,1994-10-11,N,1994-10-11,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1964,1959,False,True,UNK,Mexico,M,False,USA,False,94538,CT,unk,,,2046,2046,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
10770,111,835310,0,REP,2016-10-24,N,2016-10-24,V,,,,,,3,2.5001,2.5001,1.0,1969,1969,True,False,Oregon,USA,M,True,,False,94538,CMN,unk,,,6182,6182,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10771,23,832910,0,DEM,2017-04-11,Y,1997-09-29,A,V,A,A,V,N,3,10.0031,11.0063,0.91,1947,1947,True,True,New York,USA,F,True,,False,94538,PL,unk,DEM,DEM,3327,3327,VNAAAV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
10772,12,835300,0,REP,2016-11-08,N,2016-10-23,V,,,,,,3,2.5001,2.5001,1.0,1989,1954,False,True,California,USA,UNK,True,,True,94536,PKWY,gmail.com,,,4968,4968,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10773,1,835000,0,AI,1998-10-05,N,1998-10-05,N,N,N,N,N,N,3,0.0,11.0063,0.0,1946,1946,True,True,UNK,Russian Federation,M,True,,False,94536,CMN,unk,,,6010,6010,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10774,111,832910,0,NPP,2016-09-27,Y,2016-09-27,A,,,,,,3,2.5001,2.5001,1.0,1941,1941,True,False,UNK,UNK,UNK,True,,False,94538,PL,unk,,,5335,5335,A,0,0,-1.0,0,0,-1.0,1,1,1.0
10775,1,832810,0,AI,2008-02-05,N,2003-03-19,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1985,1960,False,True,California,USA,F,True,,False,94538,LN,unk,,,4009,4009,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10776,33,832210,2,REP,2010-06-08,Y,2002-11-07,N,N,N,N,N,N,3,0.0,11.0063,0.0,1984,1937,False,True,California,USA,M,True,,False,94536,DR,unk,REP,REP,705,705,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10777,92,832910,0,NPP,2004-09-14,N,2004-09-14,N,N,N,N,N,N,3,0.0,11.0063,0.0,1972,1969,False,True,UNK,UNK,M,True,,False,94538,PL,unk,,,6239,6239,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10778,1,832620,2,DEM,2000-08-25,N,2000-08-25,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1971,1971,False,True,California,USA,F,True,,False,94538,DR,unk,,,2290,2290,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
10779,111,832910,0,DEM,2018-05-17,N,2018-05-17,,,,,,,3,0.0,-1.0,-1.0,1984,1984,True,True,Kentucky,USA,F,True,,False,94538,CMN,gmail.com,,,3863,3863,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10780,1,832210,2,DEM,2016-09-08,Y,2016-09-07,A,,,,,,3,2.5001,2.5001,1.0,1976,1968,False,True,UNK,India,F,True,,False,94536,CT,outlook.com,,,3939,3939,A,0,0,-1.0,0,0,-1.0,1,1,1.0
10781,82,835200,0,DEM,2018-01-30,Y,2012-04-24,A,N,A,N,A,A,3,6.8053,11.0063,0.62,1954,1954,True,False,UNK,Philippines,F,True,,True,94536,AVE,yahoo.com,DEM,DEM,2694,2694,AAANAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
10782,1,832710,0,NPP,1984-10-05,Y,1984-10-05,N,N,N,N,A,A,3,2.5048,11.0063,0.23,1931,1931,True,True,Oklahoma,USA,UNK,True,,False,94538,RD,unk,NPP,N-DEM,1903,1903,AANNNN,2,2,1.0,4,2,0.5,6,2,0.3333333333333333
10783,82,835410,0,DEM,2000-09-27,Y,2000-09-27,A,N,A,N,N,A,3,5.3037,11.0063,0.48,1961,1961,True,True,California,USA,F,True,,False,94536,CT,unk,DEM,DEM,5918,5918,NAANAN,2,1,0.5,4,2,0.5,6,3,0.5
10784,1,835400,0,IND,2011-12-02,Y,2010-02-26,A,A,N,V,A,N,3,8.2027,11.0063,0.75,1992,1951,False,False,California,USA,M,True,,False,94536,AVE,unk,N-DEM,NP,1542,1542,ANNVAA,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
10785,10,832910,0,DEM,1968-04-10,Y,1968-04-10,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1931,1931,True,False,California,USA,F,True,,False,94538,PL,unk,DEM,DEM,1596,1596,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10786,12,832610,2,DEM,2016-11-08,N,2016-10-10,V,,,,,,3,2.5001,2.5001,1.0,1985,1985,True,False,California,USA,F,True,,False,94538,DR,gmail.com,,,2388,2388,V,0,0,-1.0,0,0,-1.0,1,1,1.0
10787,1,835100,0,DEM,1979-12-06,N,1979-12-06,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1952,1946,False,True,California,USA,F,True,,False,94536,ST,unk,DEM,,3449,3449,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
10788,99,832210,2,DEM,2011-10-10,N,2011-10-10,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1993,1962,False,False,California,USA,M,True,,False,94536,AVE,unk,DEM,,191,191,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
10789,99,832710,0,DEM,2016-10-23,Y,2011-11-30,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1990,1990,True,True,California,USA,F,True,,False,94538,AVE,gmail.com,N-DEM,,6328,6328,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
10790,111,835310,0,REP,2016-03-31,N,2016-03-31,V,N,,,,,3,2.5001,5.5003,0.45,1980,1980,True,True,UNK,India,UNK,True,,False,94538,CMN,gmail.com,,,4938,4938,VN,0,0,-1.0,0,0,-1.0,2,1,0.5
10791,1,832620,1,NPP,2016-05-06,Y,2008-01-22,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1964,1960,False,True,UNK,Guatemala,M,True,,False,94538,DR,pacbell.net,NPP,NP,5670,5670,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
10792,82,832910,0,DEM,2008-11-04,Y,2002-04-01,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1960,1960,True,True,Michigan,USA,M,True,,False,94538,PL,unk,DEM,DEM,3032,3032,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10793,99,832910,0,DEM,2018-05-03,Y,2018-05-03,,,,,,,3,0.0,-1.0,-1.0,1966,1963,False,True,California,USA,F,True,,False,94538,CMN,gmail.com,,,2267,2267,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10794,82,832900,0,GRN,2017-11-09,Y,2016-04-08,A,A,,,,,3,5.5003,5.5003,1.0,1965,1965,True,False,UNK,France,M,True,,False,94538,CT,gmail.com,NPP,,6276,6276,AA,0,0,-1.0,0,0,-1.0,2,2,1.0
10795,82,832620,2,DEM,2008-08-11,Y,1988-08-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1959,1959,True,True,District of Columbia,USA,F,True,,False,94538,CMN,comcast.net,DEM,DEM,4242,4242,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
10796,1,832400,0,DEM,2018-05-18,Y,2006-08-08,A,N,N,A,A,A,3,6.2057,11.0063,0.56,1960,1960,True,True,UNK,Nicaragua,F,True,,True,94536,RD,gmail.com,DEM,DEM,1976,1976,AANAAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
10797,1,832710,0,REP,2004-10-18,N,2004-10-18,N,N,N,N,N,N,3,0.0,11.0063,0.0,1980,1944,False,True,California,USA,M,True,,False,94538,RD,unk,,,5587,5587,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10798,16,831730,0,NPP,2008-11-04,Y,2008-07-17,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1963,1963,True,True,UNK,China,UNK,True,,False,94536,CT,yahoo.com,NPP,NP,6293,6293,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
10799,16,832600,1,REP,2005-11-08,N,2004-10-18,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1955,1955,True,True,California,USA,M,True,,False,94538,RD,unk,,,3533,3533,NNNNVN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
10800,1,832910,0,DEM,2018-02-17,Y,2002-03-29,N,N,N,N,N,N,3,0.0,11.0063,0.0,1981,1981,True,True,California,USA,F,True,,False,94538,PL,gmail.com,,,2020,2020,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10801,16,832110,0,DEM,2015-03-07,Y,2015-03-07,A,A,,,,,3,5.5003,5.5003,1.0,1997,1932,False,True,California,USA,M,True,,False,94536,ST,gmail.com,DEM,,744,744,AA,0,0,-1.0,0,0,-1.0,2,2,1.0
10802,12,832810,0,DEM,2012-11-06,Y,2007-07-24,A,N,A,A,V,N,3,7.0029,11.0063,0.64,1942,1942,True,True,California,USA,M,True,,True,94538,RD,unk,DEM,DEM,5638,5638,VNAAAN,2,1,0.5,4,3,0.75,6,4,0.6666666666666666
10803,111,835100,0,DEM,2016-11-01,N,2016-11-01,,,,,,,3,0.0,-1.0,-1.0,1982,1950,False,True,California,USA,F,True,,False,94536,CT,unk,,,1088,1088,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10804,111,832610,2,NPP,2018-02-20,Y,2018-02-20,,,,,,,3,0.0,-1.0,-1.0,1953,1953,True,True,UNK,Philippines,M,True,,True,94538,WAY,unk,,,4500,4500,,0,0,-1.0,0,0,-1.0,0,0,-1.0
10805,16,832600,1,NPP,2010-10-14,Y,2010-08-18,N,N,N,N,N,N,3,0.0,11.0063,0.0,1991,1989,False,False,UNK,Pakistan,UNK,True,,False,94538,PL,unk,NPP,NP,2978,2978,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
10806,114,835010,0,DEM,2014-05-14,Y,2014-05-14,A,A,A,N,,,3,7.3007,8.5015,0.86,1968,1968,True,False,UNK,Viet Nam,F,True,,False,94536,LOOP,unk,DEM,,1388,1388,ANAA,0,0,-1.0,2,1,0.5,4,3,0.75
10807,1,832610,2,NPP,2008-11-04,N,2008-11-04,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1989,1953,False,True,California,USA,F,True,,True,94538,WAY,unk,,,6587,6587,NNNNVN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
